,staff,master_ai_id,activity_number,permit_no,type_action_code,owner,company_name,received_date,incomplete_date,complete_date,issue_due_date,issue_revised_date,issue_date,deny_date,withdraw_date,close_date,spud_date,status,well_api,well_name,ogrid_name,well_latitude,well_longitude,facility_name,Facility Type,cluster,facility_latitude,facility_longitude,Nox TPY,CO TPY,VOC TPY,PM10 TPY,SO2 TPY,potential_violation,binary_violation
187,Rhonda Romero,33097,PRN20130001,5350,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas - Good Times P34-2410,2013-10-25 10:37:00,,,11/24/2013 0:00,11/24/2013 0:00,2013-11-21 08:34:00,,,,2010-07-23 00:00:00,Active,30-045-34983,MARTINEZ BEGAY COM #001,DUGAN PRODUCTION CORP,36.266315500000005,-107.8781662,DJR - Good Times P34-2410,O&G-Production Facility,254.0,36.26484,-107.87588,1.49,2.42,9.13,,,Yes,1
188,Rhonda Romero,33097,PRN20130001,5350,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas - Good Times P34-2410,2013-10-25 10:37:00,,,11/24/2013 0:00,11/24/2013 0:00,2013-11-21 08:34:00,,,,2013-10-04 00:00:00,Active,30-045-35367,GOOD TIMES P34 2410 #001H,"DJR OPERATING, LLC",36.2648849,-107.87588500000001,DJR - Good Times P34-2410,O&G-Production Facility,62.0,36.26484,-107.87588,1.49,2.42,9.13,,,Yes,1
201,Greg Tickle,33206,PRN20130001,5420,Notice of Intent ,DJR Operating LLC - NM,Encana Oil  & Gas (USA Inc - Escrito E07-2409,2013-11-25 09:31:00,,,12/25/2013 0:00,12/25/2013 0:00,2013-12-09 10:54:00,,,,2010-08-04 00:00:00,Active,30-045-35143,SIXTEEN G'S #090S,DUGAN PRODUCTION CORP,36.3322868,-107.8370361,DJR - Escrito E07-2409,O&G-Production Facility,133.0,36.33132,-107.83839,7.4,15.0,30.2,0.008,,Yes,1
202,Greg Tickle,33206,PRN20130001,5420,Notice of Intent ,DJR Operating LLC - NM,Encana Oil  & Gas (USA Inc - Escrito E07-2409,2013-11-25 09:31:00,,,12/25/2013 0:00,12/25/2013 0:00,2013-12-09 10:54:00,,,,2014-02-27 00:00:00,Active,30-045-35432,ESCRITO E07 2409 #001H,"DJR OPERATING, LLC",36.33132929999999,-107.8383865,DJR - Escrito E07-2409,O&G-Production Facility,18.0,36.33132,-107.83839,7.4,15.0,30.2,0.008,,No,0
210,Greg Tickle,33235,PRN20130001,5431,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-04P No150H,2013-12-06 09:10:00,,,1/5/2014 0:00,1/5/2014 0:00,2013-12-13 08:24:00,,,,2014-09-22 00:00:00,Active,30-045-35587,CHACO 2308 04P #406H,"ENDURING RESOURCES, LLC",36.2526169,-107.67864990000001,Enduring Resources - Chaco 2308-04P No150 H,O&G-Production Facility,59.0,36.252569,-107.678931,7.9,14.2,62.4,1.1,0.02,No,0
211,Greg Tickle,33235,PRN20130001,5431,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-04P No150H,2013-12-06 09:10:00,,,1/5/2014 0:00,1/5/2014 0:00,2013-12-13 08:24:00,,,,2014-01-22 00:00:00,Active,30-045-35497,CHACO 2308 04P #150H,"ENDURING RESOURCES, LLC",36.2525864,-107.67890929999999,Enduring Resources - Chaco 2308-04P No150 H,O&G-Production Facility,59.0,36.252569,-107.678931,7.9,14.2,62.4,1.1,0.02,No,0
212,Greg Tickle,33235,PRN20130001,5431,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-04P No150H,2013-12-06 09:10:00,,,1/5/2014 0:00,1/5/2014 0:00,2013-12-13 08:24:00,,,,2014-01-20 00:00:00,Active,30-045-35495,CHACO 2308 04P #149H,"ENDURING RESOURCES, LLC",36.2526016,-107.67877959999998,Enduring Resources - Chaco 2308-04P No150 H,O&G-Production Facility,59.0,36.252569,-107.678931,7.9,14.2,62.4,1.1,0.02,No,0
225,Richard Poley,33272,PRN20130001,5452,Notice of Intent ,"Enduring Resources, LLC",WPX Energy - Chaco 2308-09A No 145H,2013-12-17 09:07:00,,,1/16/2014 0:00,1/16/2014 0:00,2014-01-13 08:39:00,,,,2013-12-16 00:00:00,Active,30-045-35496,CHACO 2308 09A #145H,"ENDURING RESOURCES, LLC",36.2464638,-107.6786575,WPX Energy - Chaco 2308-09A No 145H,O&G-Production Facility,57.0,36.24645,-107.678669,,,,,,Yes,1
226,Richard Poley,33272,PRN20130001,5452,Notice of Intent ,"Enduring Resources, LLC",WPX Energy - Chaco 2308-09A No 145H,2013-12-17 09:07:00,,,1/16/2014 0:00,1/16/2014 0:00,2014-01-13 08:39:00,,,,2014-01-13 00:00:00,Active,30-045-35498,CHACO 2308 09A #146H,"ENDURING RESOURCES, LLC",36.2464256,-107.6785355,WPX Energy - Chaco 2308-09A No 145H,O&G-Production Facility,57.0,36.24645,-107.678669,,,,,,Yes,1
231,Kathleen Primm,33314,PRN20140001,5476,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-14E No.151H,2014-01-07 14:38:00,,,2/6/2014 0:00,2/6/2014 0:00,2014-02-06 10:19:00,,,,2014-04-09 00:00:00,Active,30-045-35503,CHACO 2308 14E #151H,"ENDURING RESOURCES, LLC",36.230381,-107.6590347,Enduring Resources - Chaco 2308-14E No151H,O&G-Production Facility,68.0,36.230389,-107.659028,14.1,24.3,92.5,1.45,,No,0
232,Kathleen Primm,33314,PRN20140001,5476,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-14E No.151H,2014-01-07 14:38:00,,,2/6/2014 0:00,2/6/2014 0:00,2014-02-06 10:19:00,,,,2014-04-14 00:00:00,Active,30-045-35504,CHACO 2308 14E #152H,"ENDURING RESOURCES, LLC",36.230342900000004,-107.6590881,Enduring Resources - Chaco 2308-14E No151H,O&G-Production Facility,68.0,36.230389,-107.659028,14.1,24.3,92.5,1.45,,No,0
239,Greg Tickle,33316,PRN20140001,5477,Notice of Intent ,Encana Oil & Gas (USA) Inc,Encana Oil and Gas - Escrito L17-2409,2014-01-07 15:08:00,,,2/6/2014 0:00,2/6/2014 0:00,2014-01-21 15:57:00,,,,2014-03-26 00:00:00,Active,30-045-35488,GOOD TIMES UNIT #302H,"DJR OPERATING, LLC",36.3114471,-107.82042690000002,Encana Oil and Gas - Escrito L17-2409,O&G-Production Facility,23.0,36.311547,-107.820357,12.0,12.6,75.8,0.1,,No,0
240,Greg Tickle,33316,PRN20140001,5477,Notice of Intent ,Encana Oil & Gas (USA) Inc,Encana Oil and Gas - Escrito L17-2409,2014-01-07 15:08:00,,,2/6/2014 0:00,2/6/2014 0:00,2014-01-21 15:57:00,,,,2014-03-13 00:00:00,Active,30-045-35487,GOOD TIMES UNIT #301H,"DJR OPERATING, LLC",36.3115158,-107.8203659,Encana Oil and Gas - Escrito L17-2409,O&G-Production Facility,23.0,36.311547,-107.820357,12.0,12.6,75.8,0.1,,No,0
241,Greg Tickle,33316,PRN20140001,5477,Notice of Intent ,Encana Oil & Gas (USA) Inc,Encana Oil and Gas - Escrito L17-2409,2014-01-07 15:08:00,,,2/6/2014 0:00,2/6/2014 0:00,2014-01-21 15:57:00,,,,2014-07-14 00:00:00,Active,30-045-35545,BLANCO WASH UNIT #329H,"DJR OPERATING, LLC",36.311616,-107.820298,Encana Oil and Gas - Escrito L17-2409,O&G-Production Facility,23.0,36.311547,-107.820357,12.0,12.6,75.8,0.1,,No,0
248,Richard Poley,33642,PRN20140001,5590,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas - Escrito L17-2409,2014-03-28 15:59:00,,,4/27/2014 0:00,4/27/2014 0:00,2014-04-23 11:50:00,,,,2014-03-26 00:00:00,Active,30-045-35488,GOOD TIMES UNIT #302H,"DJR OPERATING, LLC",36.3114471,-107.82042690000002,DJR - Escrito L17 - 2409,O&G-Production Facility,23.0,36.311547,-107.820357,10.5,20.2,44.5,,,Yes,1
249,Richard Poley,33642,PRN20140001,5590,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas - Escrito L17-2409,2014-03-28 15:59:00,,,4/27/2014 0:00,4/27/2014 0:00,2014-04-23 11:50:00,,,,2014-03-13 00:00:00,Active,30-045-35487,GOOD TIMES UNIT #301H,"DJR OPERATING, LLC",36.3115158,-107.8203659,DJR - Escrito L17 - 2409,O&G-Production Facility,23.0,36.311547,-107.820357,10.5,20.2,44.5,,,Yes,1
250,Richard Poley,33642,PRN20140001,5590,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas - Escrito L17-2409,2014-03-28 15:59:00,,,4/27/2014 0:00,4/27/2014 0:00,2014-04-23 11:50:00,,,,2014-07-14 00:00:00,Active,30-045-35545,BLANCO WASH UNIT #329H,"DJR OPERATING, LLC",36.311616,-107.820298,DJR - Escrito L17 - 2409,O&G-Production Facility,23.0,36.311547,-107.820357,10.5,20.2,44.5,,,No,0
263,Greg Tickle,33693,PRN20140001,5604,Notice of Intent ,Enduring Resources IV LLC,WPX Energy -Chaco 2408-25M No 237,2014-04-04 11:29:00,,,5/4/2014 0:00,5/4/2014 0:00,2014-04-21 14:33:00,,,,2014-04-28 00:00:00,Active,30-045-35529,NW LYBROOK UNIT #289H,"ENDURING RESOURCES, LLC",36.2787476,-107.6411057,Enduring Resources -Chaco 2408-25M No237,O&G-Production Facility,80.0,36.27875,-107.64123899999998,17.1,24.3,78.1,,,No,0
264,Greg Tickle,33693,PRN20140001,5604,Notice of Intent ,Enduring Resources IV LLC,WPX Energy -Chaco 2408-25M No 237,2014-04-04 11:29:00,,,5/4/2014 0:00,5/4/2014 0:00,2014-04-21 14:33:00,,,,2014-05-05 00:00:00,Active,30-045-35499,CHACO 2408 25M #237H,"ENDURING RESOURCES, LLC",36.278766600000004,-107.6412506,Enduring Resources -Chaco 2408-25M No237,O&G-Production Facility,80.0,36.27875,-107.64123899999998,17.1,24.3,78.1,,,No,0
265,Greg Tickle,33693,PRN20140001,5604,Notice of Intent ,Enduring Resources IV LLC,WPX Energy -Chaco 2408-25M No 237,2014-04-04 11:29:00,,,5/4/2014 0:00,5/4/2014 0:00,2014-04-21 14:33:00,,,,2014-04-30 00:00:00,Active,30-045-35507,NW LYBROOK UNIT #131H,"ENDURING RESOURCES, LLC",36.2787552,-107.6411819,Enduring Resources -Chaco 2408-25M No237,O&G-Production Facility,80.0,36.27875,-107.64123899999998,17.1,24.3,78.1,,,No,0
269,Richard Poley,33925,PRN20140001,5656,Notice of Intent ,"Enduring Resources, LLC",WPX Energy - Chaco 2308-24H No153H,2014-04-28 11:28:00,,,5/28/2014 0:00,5/28/2014 0:00,2014-05-28 10:03:00,,,,2014-11-12 00:00:00,Active,30-045-35549,CHACO 2308 24H #154H,"ENDURING RESOURCES, LLC",36.215022999999995,-107.6249466,WPX Energy - Chaco 2308-24H No153H,O&G-Production Facility,315.0,36.215069,-107.62495,,,,,,No,0
270,Richard Poley,33925,PRN20140001,5656,Notice of Intent ,"Enduring Resources, LLC",WPX Energy - Chaco 2308-24H No153H,2014-04-28 11:28:00,,,5/28/2014 0:00,5/28/2014 0:00,2014-05-28 10:03:00,,,,2014-11-10 00:00:00,Active,30-045-35550,CHACO 2308 24H #153H,"ENDURING RESOURCES, LLC",36.2150841,-107.6249466,WPX Energy - Chaco 2308-24H No153H,O&G-Production Facility,315.0,36.215069,-107.62495,,,,,,No,0
273,Adam Ullom,33983,PRN20140001,5668,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-24I No155H,2014-05-02 15:58:00,,,6/1/2014 0:00,6/1/2014 0:00,2014-05-16 13:45:00,,,,2014-11-05 00:00:00,Active,30-045-35548,CHACO 2308 24I #156H,"ENDURING RESOURCES, LLC",36.209404,-107.62509159999999,"Enduring Resources - Chaco 155,156,153,154",O&G-Production Facility,312.0,36.209389,-107.625161,21.6,24.2,91.4,1.8,,No,0
274,Adam Ullom,33983,PRN20140001,5668,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-24I No155H,2014-05-02 15:58:00,,,6/1/2014 0:00,6/1/2014 0:00,2014-05-16 13:45:00,,,,2014-11-03 00:00:00,Active,30-045-35551,CHACO 2308 24I #155H,"ENDURING RESOURCES, LLC",36.209404,-107.62516780000001,"Enduring Resources - Chaco 155,156,153,154",O&G-Production Facility,312.0,36.209389,-107.625161,21.6,24.2,91.4,1.8,,No,0
285,Adam Ullom,34046,PRN20140001,5694,Notice of Intent ,DJR Operating LLC - NM,Encana - Good Times P36-2410,2014-05-09 16:11:00,,,6/8/2014 0:00,6/8/2014 0:00,2014-05-29 10:29:00,,,,2014-05-13 00:00:00,Active,30-045-35476,GOOD TIMES P36 2410 #001H,"DJR OPERATING, LLC",36.266929600000005,-107.84004209999999,DJR - Good Times P36-2410,O&G-Production Facility,75.0,36.26693,-107.84003,4.8,8.2,15.2,3.58,,Yes,1
286,Adam Ullom,34046,PRN20140001,5694,Notice of Intent ,DJR Operating LLC - NM,Encana - Good Times P36-2410,2014-05-09 16:11:00,,,6/8/2014 0:00,6/8/2014 0:00,2014-05-29 10:29:00,,,,2014-05-24 00:00:00,Active,30-045-35482,GOOD TIMES P36 2410 #002H,"DJR OPERATING, LLC",36.266845700000005,-107.84004209999999,DJR - Good Times P36-2410,O&G-Production Facility,75.0,36.26693,-107.84003,4.8,8.2,15.2,3.58,,Yes,1
297,Adam Ullom,34059,PRN20140001,5697,Notice of Intent ,DJR Operating LLC - NM,Encana - P36A-2410,2014-05-09 15:32:00,,,6/8/2014 0:00,6/8/2014 0:00,2014-05-29 13:40:00,,,,2014-06-16 00:00:00,Active,30-045-35450,GOOD TIMES P36A 2410 #003H,"DJR OPERATING, LLC",36.26402279999999,-107.84209440000001,DJR - Good Times P36A-2410,O&G-Production Facility,72.0,36.26402,-107.84208999999998,4.8,8.2,15.8,3.58,0.01,No,0
298,Adam Ullom,34059,PRN20140001,5697,Notice of Intent ,DJR Operating LLC - NM,Encana - P36A-2410,2014-05-09 15:32:00,,,6/8/2014 0:00,6/8/2014 0:00,2014-05-29 13:40:00,,,,2014-06-04 00:00:00,Active,30-045-35449,GOOD TIMES P36A 2410 #001H,"DJR OPERATING, LLC",36.2640953,-107.84205630000001,DJR - Good Times P36A-2410,O&G-Production Facility,72.0,36.26402,-107.84208999999998,4.8,8.2,15.8,3.58,0.01,No,0
305,Adam Ullom,34075,PRN20140001,5703,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2408-360 No 134H,2014-05-20 08:50:00,,,6/19/2014 0:00,6/19/2014 0:00,2014-05-28 08:59:00,,,,2015-02-25 00:00:00,Active,30-045-35623,NW LYBROOK UNIT #133H,"ENDURING RESOURCES, LLC",36.265553999999995,-107.632825,Enduring Resources - Chaco 2408-360 No134H,O&G-Production Facility,83.0,36.265519,-107.63276100000002,15.1,24.8,47.7,,,No,0
306,Adam Ullom,34075,PRN20140001,5703,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2408-360 No 134H,2014-05-20 08:50:00,,,6/19/2014 0:00,6/19/2014 0:00,2014-05-28 08:59:00,,,,2015-02-26 00:00:00,Active,30-045-35622,NW LYBROOK UNIT #134H,"ENDURING RESOURCES, LLC",36.26555054,-107.63277039,Enduring Resources - Chaco 2408-360 No134H,O&G-Production Facility,83.0,36.265519,-107.63276100000002,15.1,24.8,47.7,,,No,0
310,Kathleen Primm,34144,PRN20140001,5735,Notice of Intent ,DJR Operating LLC - NM,Encana - Lybrook H04-2208,2014-05-30 15:42:00,,,6/29/2014 0:00,6/29/2014 0:00,2014-06-27 11:53:00,,,,2014-10-27 00:00:00,Active,30-045-35328,BETONNIE TSOSIE WASH UNIT #601H,"DJR OPERATING, LLC",36.1706886,-107.6789551,DJR - Betonnie Tsosie Unit 601H,O&G-Production Facility,61.0,36.17069,-107.67901,12.16,12.16,19.08,,,No,0
316,Richard Poley,34196,PRN20140001,5845,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito L18-2409,2014-06-11 08:51:00,,,7/11/2014 0:00,7/11/2014 0:00,2014-07-10 09:08:00,,,,2014-09-13 00:00:00,Active,30-045-35489,GOOD TIMES UNIT #304H,"DJR OPERATING, LLC",36.3107834,-107.8377304,DJR - Escrito L18-2409,O&G-Production Facility,20.0,36.31086,-107.83775,8.2,15.9,39.8,,,No,0
317,Richard Poley,34196,PRN20140001,5845,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito L18-2409,2014-06-11 08:51:00,,,7/11/2014 0:00,7/11/2014 0:00,2014-07-10 09:08:00,,,,2014-08-29 00:00:00,Active,30-045-35486,GOOD TIMES UNIT #303H,"DJR OPERATING, LLC",36.3108597,-107.8377533,DJR - Escrito L18-2409,O&G-Production Facility,20.0,36.31086,-107.83775,8.2,15.9,39.8,,,No,0
323,Antonia Tallarico,34248,PRN20140001,5932,Notice of Intent ,DJR Operating LLC - NM,Encanca - Escrito L27-2409,2014-07-22 12:08:00,,,8/21/2014 0:00,8/21/2014 0:00,2014-07-31 09:27:00,,,,2014-07-27 00:00:00,Active,30-045-35481,NAGEEZI UNIT #220H,"DJR OPERATING, LLC",36.28434,-107.78441000000001,"DJR - Nageezi Unit 219H,220H and 221H",O&G-Production Facility,1.0,36.28443,-107.78441,8.06,13.26,21.65,,,Yes,1
324,Antonia Tallarico,34248,PRN20140001,5932,Notice of Intent ,DJR Operating LLC - NM,Encanca - Escrito L27-2409,2014-07-22 12:08:00,,,8/21/2014 0:00,8/21/2014 0:00,2014-07-31 09:27:00,,,,2014-08-08 00:00:00,Active,30-045-35478,NAGEEZI UNIT #219H,"DJR OPERATING, LLC",36.28443,-107.78441000000001,"DJR - Nageezi Unit 219H,220H and 221H",O&G-Production Facility,1.0,36.28443,-107.78441,8.06,13.26,21.65,,,No,0
325,Antonia Tallarico,34248,PRN20140001,5932,Notice of Intent ,DJR Operating LLC - NM,Encanca - Escrito L27-2409,2014-07-22 12:08:00,,,8/21/2014 0:00,8/21/2014 0:00,2014-07-31 09:27:00,,,,2017-03-17 00:00:00,Active,30-045-35820,NAGEEZI UNIT #221H,"DJR OPERATING, LLC",36.284503,-107.784374,"DJR - Nageezi Unit 219H,220H and 221H",O&G-Production Facility,1.0,36.28443,-107.78441,8.06,13.26,21.65,,,No,0
339,Adam Ullom,34251,PRN20140001,5875,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2408-33D No 112H,2014-06-17 08:32:00,,,7/17/2014 0:00,7/17/2014 0:00,2014-06-25 09:20:00,,,,2014-12-09 00:00:00,Active,30-045-35605,MC 5 COM #112H,"ENDURING RESOURCES, LLC",36.274578999999996,-107.69482099999999,"Enduring Resources Inc - MC 5 Com No112H, 113H, 906H, 119H Well Site",O&G-Production Facility,48.0,36.274581,-107.694819,13.7,23.9,89.6,,,No,0
340,Adam Ullom,34251,PRN20140001,5875,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2408-33D No 112H,2014-06-17 08:32:00,,,7/17/2014 0:00,7/17/2014 0:00,2014-06-25 09:20:00,,,,2014-12-11 00:00:00,Active,30-045-35606,MC 5 COM #906H,"ENDURING RESOURCES, LLC",36.274618,-107.694763,"Enduring Resources Inc - MC 5 Com No112H, 113H, 906H, 119H Well Site",O&G-Production Facility,48.0,36.274581,-107.694819,13.7,23.9,89.6,,,No,0
341,Adam Ullom,34251,PRN20140001,5875,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2408-33D No 112H,2014-06-17 08:32:00,,,7/17/2014 0:00,7/17/2014 0:00,2014-06-25 09:20:00,,,,2014-11-17 00:00:00,Active,30-045-35602,MC 5 COM #113H,"ENDURING RESOURCES, LLC",36.27453337,-107.69478751,"Enduring Resources Inc - MC 5 Com No112H, 113H, 906H, 119H Well Site",O&G-Production Facility,48.0,36.274581,-107.694819,13.7,23.9,89.6,,,No,0
342,Adam Ullom,34251,PRN20140001,5875,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2408-33D No 112H,2014-06-17 08:32:00,,,7/17/2014 0:00,7/17/2014 0:00,2014-06-25 09:20:00,,,,2014-11-19 00:00:00,Active,30-045-35601,MC 5 COM #119H,"ENDURING RESOURCES, LLC",36.274541,-107.694878,"Enduring Resources Inc - MC 5 Com No112H, 113H, 906H, 119H Well Site",O&G-Production Facility,48.0,36.274581,-107.694819,13.7,23.9,89.6,,,No,0
357,Richard Poley,34412,PRN20140001,5921,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito M27-2409,2014-07-09 16:19:00,,,8/8/2014 0:00,8/8/2014 0:00,2014-08-06 10:37:00,,,,2014-08-09 00:00:00,Active,30-045-35480,NAGEEZI UNIT #222H,"DJR OPERATING, LLC",36.28136,-107.78415,DJR - Escrito M27-2409,O&G-Production Facility,1.0,36.2813,-107.78415,6.8,12.3,20.8,,,No,0
358,Richard Poley,34412,PRN20140001,5921,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito M27-2409,2014-07-09 16:19:00,,,8/8/2014 0:00,8/8/2014 0:00,2014-08-06 10:37:00,,,,2014-07-28 00:00:00,Active,30-045-35479,NAGEEZI UNIT #223H,"DJR OPERATING, LLC",36.281279999999995,-107.78419,DJR - Escrito M27-2409,O&G-Production Facility,4.0,36.2813,-107.78415,6.8,12.3,20.8,,,Yes,1
365,Richard Poley,34414,PRN20140001,5920,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito D34-2409,2014-07-09 17:01:00,,,8/8/2014 0:00,8/8/2014 0:00,2014-08-05 15:49:00,,,,2014-08-02 00:00:00,Active,30-045-35440,NAGEEZI UNIT #320H,"DJR OPERATING, LLC",36.274794,-107.78363,DJR - Nageezi Unit 320H and 321H,O&G-Production Facility,2.0,36.27479,-107.78363,4.9,8.8,33.6,,,Yes,1
366,Richard Poley,34414,PRN20140001,5920,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito D34-2409,2014-07-09 17:01:00,,,8/8/2014 0:00,8/8/2014 0:00,2014-08-05 15:49:00,,,,2014-08-16 00:00:00,Active,30-045-35583,NAGEEZI UNIT #321H,"DJR OPERATING, LLC",36.274721,-107.78358300000001,DJR - Nageezi Unit 320H and 321H,O&G-Production Facility,2.0,36.27479,-107.78363,4.9,8.8,33.6,,,No,0
373,Kathleen Primm,34424,PRN20140001,5926,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-04D No 282H Well Site,2014-07-16 12:37:00,,,8/15/2014 0:00,8/15/2014 0:00,2014-07-29 09:57:00,,,,2015-01-14 00:00:00,Active,30-045-35615,MC 1 COM #458H,"ENDURING RESOURCES, LLC",36.262256,-107.693619,Enduring Resources - Chaco 2308-04D No282H Well Site,O&G-Production Facility,52.0,36.262267,-107.693544,16.0,24.3,82.5,24.3,,No,0
374,Kathleen Primm,34424,PRN20140001,5926,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2308-04D No 282H Well Site,2014-07-16 12:37:00,,,8/15/2014 0:00,8/15/2014 0:00,2014-07-29 09:57:00,,,,2015-01-07 00:00:00,Active,30-045-35616,MC 1 COM #282H,"ENDURING RESOURCES, LLC",36.262267,-107.693545,Enduring Resources - Chaco 2308-04D No282H Well Site,O&G-Production Facility,52.0,36.262267,-107.693544,16.0,24.3,82.5,24.3,,No,0
379,Adam Ullom,34569,PRN20140001,5953,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito L14-2408,2014-08-01 15:42:00,,,8/31/2014 0:00,8/31/2014 0:00,2014-08-13 10:15:00,,,,2014-09-16 00:00:00,Active,30-045-35533,ESCRITO L14 2408 #003H,"DJR OPERATING, LLC",36.3106308,-107.6604233,DJR - Escrito L14-2408,O&G-Production Facility,65.0,36.310746,-107.66038799999998,9.05,17.08,67.08,,,No,0
380,Adam Ullom,34569,PRN20140001,5953,Notice of Intent ,DJR Operating LLC - NM,Encana - Escrito L14-2408,2014-08-01 15:42:00,,,8/31/2014 0:00,8/31/2014 0:00,2014-08-13 10:15:00,,,,2014-10-03 00:00:00,Active,30-045-35534,ESCRITO L14 2408 #004H,"DJR OPERATING, LLC",36.310714700000005,-107.66044620000001,DJR - Escrito L14-2408,O&G-Production Facility,65.0,36.310746,-107.66038799999998,9.05,17.08,67.08,,,No,0
386,Mary Gerhart,34577,PRN20140001,5955,Notice of Intent ,Enduring Resources IV LLC,WPX Energy-Chaco 2308-04L No 283H,2014-08-05 12:29:00,,,9/4/2014 0:00,9/4/2014 0:00,2014-09-04 12:22:00,,,,2015-02-05 00:00:00,Active,30-045-35608,MC 2 COM #283H,"ENDURING RESOURCES, LLC",36.25571,-107.694604,Enduring Resources - Chaco 2308-04L No283H,O&G-Production Facility,53.0,36.255708,-107.694603,17.9,23.5,88.5,,,No,0
387,Mary Gerhart,34577,PRN20140001,5955,Notice of Intent ,Enduring Resources IV LLC,WPX Energy-Chaco 2308-04L No 283H,2014-08-05 12:29:00,,,9/4/2014 0:00,9/4/2014 0:00,2014-09-04 12:22:00,,,,2015-02-03 00:00:00,Active,30-045-35627,MC 4 COM #459H,"ENDURING RESOURCES, LLC",36.255712,-107.694529,Enduring Resources - Chaco 2308-04L No283H,O&G-Production Facility,53.0,36.255708,-107.694603,17.9,23.5,88.5,,,No,0
388,Mary Gerhart,34577,PRN20140001,5955,Notice of Intent ,Enduring Resources IV LLC,WPX Energy-Chaco 2308-04L No 283H,2014-08-05 12:29:00,,,9/4/2014 0:00,9/4/2014 0:00,2014-09-04 12:22:00,,,,2015-02-09 00:00:00,Active,30-045-35607,MC 3 COM #284H,"ENDURING RESOURCES, LLC",36.25574206,-107.69469584,Enduring Resources - Chaco 2308-04L No283H,O&G-Production Facility,53.0,36.255708,-107.694603,17.9,23.5,88.5,,,No,0
393,Antonia Tallarico,34605,PRN20140001,5960,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas- Escrito M32-2408,2014-08-11 08:42:00,,,9/10/2014 0:00,9/10/2014 0:00,2014-08-21 10:25:00,,,,2014-10-07 00:00:00,Active,30-045-35521,ESCRITO M32 2408 #001H,"DJR OPERATING, LLC",36.2647362,-107.7139893,DJR - Escrito M32-2408,O&G-Production Facility,198.0,36.264735,-107.71399,7.6,15.6,35.9,,,No,0
397,Antonia Tallarico,34636,PRN20140001,5975,Notice of Intent ,DJR Operating LLC - NM,Encana - Lybrook O35-2308,2014-08-14 15:10:00,,,9/13/2014 0:00,9/13/2014 0:00,2014-08-22 12:23:00,,,,2014-10-15 00:00:00,Active,30-045-35524,LYBROOK O35 2308 #002H,"DJR OPERATING, LLC",36.176826500000004,-107.64676670000001,DJR - Lybrook O35-2308,O&G-Production Facility,73.0,36.17689,-107.64684,8.2,16.0,41.1,,,No,0
398,Antonia Tallarico,34636,PRN20140001,5975,Notice of Intent ,DJR Operating LLC - NM,Encana - Lybrook O35-2308,2014-08-14 15:10:00,,,9/13/2014 0:00,9/13/2014 0:00,2014-08-22 12:23:00,,,,2014-10-27 00:00:00,Active,30-045-35525,LYBROOK O35 2308 #001H,"DJR OPERATING, LLC",36.1768761,-107.64685060000001,DJR - Lybrook O35-2308,O&G-Production Facility,73.0,36.17689,-107.64684,8.2,16.0,41.1,,,No,0
405,Antonia Tallarico,34637,PRN20140001,5974,Notice of Intent ,Juniper Resources Exploration Company LLC,Encana - Pinon Unit D14-2410,2014-08-15 15:49:00,,,9/14/2014 0:00,9/14/2014 0:00,2014-08-22 08:55:00,,,,2014-10-17 00:00:00,Active,30-045-35493,PINON UNIT #301H,DUGAN PRODUCTION CORP,36.31767,-107.87302,Juniper Resources - Pinon Unit D14-2410,O&G-Production Facility,274.0,36.317623,-107.873039,8.3,,65.4,,,No,0
